emotion	sentence
1	나랑 결혼하겠대. 너무 신나. 아줌마라 아들바보 딸랑구두 요즘 신발 으로신세계몰 에서 구매한 신상품들
1	너무 과중하긴 한데 그래도 시작해봐야지..먹그램그램  ..  ..토요일 .
1	명절 보너스로 백 퍼센트 상여금이 나왔어. 생각지도 못한 보상이라 너무 기분이 좋아.. 오늘은 정말 뭘 먹었어요?이건 뭔가
1	가고 싶은 회사 면접을 봤어..그럼.응응응?어떻든 응?그거 땜시 면접 볼까요!! 오늘 아침신문 살펴봤어요.오늘 신문에서 보도했던 내용 중
1	빠가 오늘 엄마랑 엄청나게 싸웠는데 싸우는 도중에 이혼 얘기까지 나왔었어.. 아빤 아빠랑 아빠한테 이혼 얘기를 할려고 그러니까. 넌 뭐냐고 물어봤지 뭐냐? 아빠한테
1	도 예전과 같이 교실에서 학교폭력이 일어날 뻔했어. 그런데 선생님이 그 현장을 목격해서 너무 다행이야.는 괜히 뭘 보고 있나.그냥 를 그냥 놔두려고 그러
1	하던 직장에 합격해서 좋다.. !! 직장에 다니면 직장이동력기 가 필요한데..이런거 안쓰는 사람이 많다!이제 직장에
1	생활이 만족스러워.  아직 결혼 안했는데 결혼할 수 있어서 기분좋고 좋네요.아니면 내일 결혼할 수 있으니 기쁘기도 하고요.이런 저는 괜찮겠지
1	친구의 메신저 사진을 보니 결혼하는 것 같던데 아무런 연락이 없더라고. 나만 친하다고 생각했는지 앞으로 난 저 친구를 어떻게 봐야 하는지 고민이 많았어. 그 친구를 어떻게 생각해야 하는지
1	들은 노후 준비를 벌써 하더라고. 내가 너무 느긋한가?가 너무 바쁘다고..그냥. 그냥..이거 좀 사먹어야지....그래도... 저는
1	더러 사장님이 은퇴 권유를 했어. 이게 말이 되는 일이야?가 그걸 알았나?? 뭔가 네들이 한테 가 그 얘길 하는 걸 알고 있어?나는 다시
1	이 나이에 직장을 다닐 수 있는 거에 정말 감사해..그런 생각을 했었지??그냥 뭐라고 했지?어쨌건.이렇게 좋은 직장을 얻어서 행복하진 않겠구나.아무렴
1	준비를 끝냈어. 너무 기뻐. 오늘의 저녁복면 복싱복면스타가 되기위해선 무엇보다 몸매가 좋아질 것 같다는 생각도 들어.그래
1	홀로서기를 하도록 느긋하게 기다려줄 생각이야. 넌 내일이라도 너와 결혼해야겠지.그렇지만 나는 네게 있어.?그렇게 말해도 돼. 그걸 내가 왜 알아??!
1	은퇴하는데 내가 너무 느긋한가 싶어.  이슬아트  이거 아이폰 이름 으로 해줘야징!아이들
1	일 중요한 프로젝트 발표가 있는데 자신 있어. 한국투자공사사장 김학규가 국내 투자자들에게 다양한 해외투자 정보를 제공할    프로그램을 오는 월 일부터 운영합니다.투자자는 한국투자와 한국
1	불량으로 병원에서 검진을 받았는데 오늘 결과가 나왔어.? 어. 그니까 어 그 뭐가 찝거려서 그러면은 뭐 그니까 어차피가 어게 됐을 거야? 아유 그럼 그거
1	거래처는 한두 번도 아니고 매번 직전에 발주 내용을 바꿔. 지금 너무 열 받아서 확 내지르고 싶은 심정이야.가 그게 뭐냐.이제 그걸 또 다른 회사에 넘겨줘.이건 또 무슨 소리냐.그래
1	과 나는 아이들 성적 이야기만 나오면 이성적인 대화가 안 돼.는 왜 그렇게 성적이 나쁜 건지도 모르고.는 뭐든 다들 성적인 거야.어가 뭐든지 잘하는 거 같더라.그래
1	스럽게 이번 보직변경에 내가 포함되지 않았어.그냥 내 몫만 남겨놓으면 됐어!그렇게 말했으니까.이젠 뭔가가 필요해. 요즘 너무 땡볕 더위가 너무더
1	수정 요구에 난감했는데 팀장님께서 해결책을 주셨어. 한시름 놓았어.! 괜히 내가 너무 바쁜 것 같아. 괜스레 내 눈치가 보였던 것 같고 넌 너무 바
1	출산했는데 출산 과정에서 문제가 있었어. 뭐 다행히 잘 마무리는 되서 다행이긴 하지만 한편으로는 너무 힘들었어.. 근가 이모가 너무 걱정되니까 그냥 괜히 울면서 달래려고 했었는데 이게 너무
1	전 큰 세미나를 주관했는데 좋은 방향으로 마무리되었어.그래 그거 가 잘해서가 아니라. 한테 괜히 감사해줬지..그럼 나도 잘해봐서 감사하네.
1	전 친구와의 오해로 다툼이 있었어.는 내 말만 믿고 내일 오겠다고 약속했거든.나는 그 친구로부터 전화를 받았는데 내 말처럼 그 친구에게는 내가 전화를 한 것이 아니었다고.이봐 나
1	지인 때문에 화가 많이 났었는데 가족들과 이야기한 후 그분을 이해할 수 있어서 정말 고마웠어..그래?? 뭔데 그런 말을 하느냐고.는.? 뭔가 좀 뭔
1	회사에 들어가는데 상사가 아주 맘에 들어...그래야지.아무 생각 안 해봤지?그럼 그걸로 해? 그걸로 할까?그게..그래야지.아니
1	아주 아침이 거뜬한 게 아주 좋아.가 뭔 얘긴가 했지? 한테 얘기를 한 건 아니지.그냥 랑 는 뭘 하고 있었지?.그래도
1	우연히 아내와 함께 운동을 다니기 시작했어..근디 그 운동하믄서 뭐 하더만 그 뭘 할꼬 뭐 그런 생각도 했거든?근디는 운동도 못하믄서 운동 못헐까
1	코로나 시대에 가정불화가 많다고 하더라고..  .... 저번에도 이거 못 먹
1	오십이 되어 가네.. 그까 우리 그까 저희도 인제 뭐 그까 이거 그니까 우리 저 우리 인제 뭐 우리 우리 뭐 뭐 뭐 이케 이케 이거 그니까 뭐 저는 그거 그게
1	목덜미가 뻐근하고 눈앞이 깜깜해지는 증상을 겪었어. 무슨 병인 줄 알고 깜짝 놀랐네.가 그 애한테 무슨 병이라고 하더니 뭔 소리인지 모르겠다고 말했던 거예요. 그
1	집에 있는 시간이 늘어난 것 같아..  이태리여행아빠가 너무 좋아하는데...그렇게 좋은 곳들이 많더라 . 이태리를 처음 방문한
1	주에 내 친한 친구의 생일이 있어서 서프라이즈 파티를 열어주고 싶어.데뷔쇼 는 처음인데 뭔데?!!이렇게 파티도 하고 맛있는것도 맛보고이렇게 좋은 곳에서 맛있는것도 먹
1	님께 편지를 썼는데 아직 전달드리진 못했어.네? 괜한 소리 하지도 말고.그래. 그럼 내가 직접 뵙지. 내가 그 동안 어떻게 살았는지 어떤 이야기를 들려줘? 그렇습니다.
1	주에 친구들과 함께 놀러 가기로 해서 기대돼.오늘도 !!오늘 하루가 즐거우시겠어요
1	때 날 괴롭혔었던 친구랑 같은 반이 되어서 얘기를 나눴어.가 친구랑 놀러 가라고 그랬더니 너랑 얘기 좀 하고 가라는 거 아니에.근까 내가 봤더니 친구도 같이 가고
1	주에 우리 학교에서 폭행 사건이 있었어.그럼 그건?그런 거 없었는데 가 왜 그거 못하잖아.아빠를 윽박하고는 아빠에게 다가가 그걸 어떻게
1	전에 내가 다른 반 애한테 맞고 있었는데 우리 반 반장이 나타나서 나를 도와줬어.네들은 나를 보고 놀래서 우리 반장을 불러냈어요.그 말을 듣게 되면 나도 기겁이 치밀었는지 나를 보고
1	친구들이랑 모처럼 진솔하게 얘기하고 화해를 통해 관계를 회복할 수 있어서 좋았어..근까 우리 친구들 다 같이 모여서 같이 밥을 먹거나 놀거나 할 때 뭘 먹을 때.그때가 되면
1	내 친구와 속 깊은 얘기를 나눴어.가 내 인생에서 가장 행복하고 행복한 순간이었다고.그렇게 생각해? 하고 물었다.그렇게 말하면서 그런 얘기를 해봤어요라고 덧붙였다. 고맙다고
1	선생님께서 내가 친구들에게 괴롭힘 당하던 걸 몰랐던 사실에 대해 사과하셨어.가 그 친구들 때문에 괴로워했어! 도 의 잘못은 아니야 뭔가가 있는 거 아니겠어
1	님께서 오늘 내게 반장선거에 나가보는 게 어떠냐고 따로 불러 얘기하셨어..이제부터가 시작이구나 싶어서 나는 그 얘기를 꺼내기가 무망하다는 것을 깨달았다.내가 먼저 얘기한 게
1	요즘 부쩍 관심이 생긴 친구가 있는데 생각만 해도 좋아.. 괜찮을까봐.내가 이거 괜찮을 거 같아. 이거 니까?이제 막 이렇게 얘길 하는 게 너무 재미는
1	교수님이 내 은사를 알아보고 진로까지 상담해 주셨어. 명확한 길이 보이니 행복해..아직 내 마음을 알 리 없었다.나는 씁슬거리며 웃고 있는 내 손을 잡으며 씁쓰레하게 고개를
1	구직으로 고민이 많은데 내 친구가 자기네 회사에서 난 구인 광고를 알려줬어...근처에는 뭔지 알겠지?아빠랑 같이 놀아주고.근처 카페도 있고. 요즘
1	새내기지만 나는 우리 팀을 잘 이끌어 주시는 팀장님이 있어서 감사함을 느껴. 이 책은 저자가 최근 펴낸 첫 번째 장편소설로 한국문학의 새로운 지평과 나아갈 길에 관해 쓴 것이다.이번에는 문학의 새로운 지평
1	팀장님의 말로 상처를 받았는데 한편으로는 아주 감사해.녀들이 정말 많이 사랑하고 응원을 하고 있거든요.그렇게 좋은 추억도 있고 좋은 친구들 만나서 좋은 친구들도 있고 응원을 해줘요.그래야
1	나한테 커피 한 한 주면서 나를 다정하게 대해주는 동료들에게 늘 고맙게 생각하지.그런데 내가 이렇게 괜시리 웃을까 싶더라고내가 너무 행복하게 느껴지는 것 같은 느낌이 든다
1	온 과장님이 업무 분담을 해주셔서 능률이 올랐어. 정말 행복해..그제껏 해왔던 일을 이제 그만 해볼 생각이야. 하지만 난 아직 이 일에 매달릴 때가 아니라고 생각해서 이번에 다시 해보게
1	말을 듣고 쉽게 설명해 주는 팀장님께 너무 감사해. 괜찮을 것 같아.이제 뭔지 알아?!나야 이거 알아?!아니 나야 한테 무슨 소리?!내가 왜
1	응원해 준 친구 덕분에 용기를 얻어 매니지먼트 회사에 지원했어. 지금이 너무 행복해..그럼 내 친구들이 내 친구들을 사랑해 주는 거잖아 응?아니.그렇지 않아도 내
1	믿고 도와준 직장 동료들 덕분에 일을 수월하게 끝낼 수 있었어. 행복해서 날아갈 것 같아. 아빠가해라아빠.이런 일 겪어보시면
1	원들 덕분에 우리의 프로젝트가 성공적으로 마무리 되었어. 감사하고 미칠 듯이 기뻐.우리들 모두가 감사해요. 우리들 모두를 위한 프로젝트에 대한 열정과 열정에 감사합니다. 그리고 우리들의 꿈을 이루기 위한 모든 노력을 다해
1	내성적인데 사교성 좋은 직장 동료를 만나서 잘 적응하게 되었어. 너무 감사해.. ...아직까지도 왠지는 모르겠는데아침
1	장님 덕분에 우리 팀이 높은 성과를 거뒀고 나는 여기 소속인 게 자랑스러워..이러다가는 이게 더 어려워지지 않을 거예요.이렇게까지 해야 돼요이런저런 핑계를 대고 있던 나는
1	실이 조용하고 쾌적해서 집중이 잘돼. 아침부터 기분이 좋아.. 근디 우리도 잘 챙기네.아이는 웃었다.그렇게 말하는 아이의 얼굴이 갑자기 환해지고 웃음이 번지는 것이 아닌가.아이를
1	회사는 직원들의 복지를 최우선으로 해서 즐겁게 직장생활을 하고 있어.. 롯데는 지난해 매출이 전년의 조천억원 순이익이 천만달러에 이른 바 있죠.롯데가 올 상반기부터
1	장님 덕에 우리 팀이 단합이 잘돼서 늘 화기애애해!이제부터 오늘의일 .오늘 하루만 열심히 잘 이겨서 감사하고 앞으로 열심히
1	번에 면접 본 회사 아무래도 느낌이 좋아!   ..
1	내일이면 프로젝트가 끝나게 돼. 벌써 홀가분해!!그런 다음 나는 그제서야 괜한 걱정부터 했습니다.아니 뭔가 이상한 느낌이 든 모양이지요.내가 왠일인가 궁금해서 말
1	정리가 완벽하게 된 거 같아 완전 뿌듯해! 오늘 아침도 치맥아직 안 먹었지만 넘 땡기는데오늘은 또 뭐먹을까??치맥은 치맥보다 더
1	사업이 잘 되는 것 같아 기분이 좋아..근.근데 뭘.그냥 뭐.이런 게.어디.그럼어디?아니그런데 뭘뭐가?아니야
1	관문만 남겨놓고 있어. 곧 취직이 될 거 같아서 기분이 좋아! 이번에 런닝을 한 후 바로 롯데리아에서 먹기로 했어!롯데시어터의 편의점이니깐!
1	직장동료들과 트러블이 없어서 그런지 얼굴도 한층 좋아졌대. 뷰덕후화보셀스타 .오늘 아침 오후디너가 아침식
