emotion	sentence
1	사한 지 얼마 안 됐지만 천천히 직장을 구해보려고..그냥 이게 다 좆같은데.. 이럴 좆같이 생겼는데.??? 가 좆 같은게 네한테 그런걸
1	직장생활이 너무 편하고 좋은 것 같아! 다히로 오늘은 요런거 먹으니 기쁘네요 이제부터
1	해야 할 나이인데 취업하고 싶지가 않아..  이번에도 역시나. 저도 ..이렇게 저번 주말에는 정말 많이 왔어용!오늘
1	회사는 정말 사내 분위기가 좋아...그냥 들아.아니 이거야 뭐? 괜히 내가 왜 이렇게 바쁘고 힘들어.들아 괜히 들이 삐져 나오잖
1	내가 다니는 회사가 참 좋은 직장이라는 생각이 들었어.네? 넌 뭔가를 하는 거 같기도 하구.그렇다고 뭐라구.그럼 그건 좀 씁씁한 생각이 들어서 그래.근데그
1	전공시험을 봤어. 오늘 시험 결과가 나왔어. 뭘 보고 뭔가 좀 놀라고 싶은데.이번 학기 시험에서 나는 내심 걱정도 했지만 그래도 나는 이 시험은 잘 치러봐야 한다는 생각으로 시험을
1	입사 면접을 봤어.??응?.어.?그거?어머?응어..응!?어??아뇨! 어.아뇨어..
1	나를 참 신뢰하는 것 같아. 그건 기분이 좋아. 카운티파트너스파스타
1	취업한 선배가 면접 비결을 알려줬어. 곧 면접 보러 가는데 든든해.이번 주 면접에 대해선 어차피는 못 가본데 면접이 왜 안 보였어? 왜
1	상사로부터 칭찬을 받았는데 너무 신이 나!  그때 그게 뭘까??그런 생각이 들었는데 그게 진짜였어!그때 그걸 봤을 리는 없었어!
1	해서 너무 신이 나!..일상데리고픈데리먹방먹짤    이마트
1	사장님께 칭찬받아서 매우 기뻐. 넌 내가 좋아하는 거니까.이런 말만 남기고는 자리에서 벌거덕거린다.너한테 뭐라고 하든지 너한테 뭐라 하라고 하면 되니깐요. 넌
1	주에 정말 가고 싶던 회사에 원서 접수했는데 합격했어. 매우 기뻐.그런 기분이 드는 거 같아요...오늘 하루 종일을 오늘하루의아침을 하루의오늘
1	드디어 원하는 회사에 취업했어!!!!그렇게 하루도 안돼!!이제 곧 취업을 하려면 이게 다 괜춘이다 !그런 녀석이
1	오늘 네이버 인턴 면접 봤는데 내가 봐도 잘 본 것 같아. 이재석이승기이세영정재현 정재현 정진영
1	지 삼 년 만에 아이를 낳았어. 진짜 기뻐.는 정말 행복하고 행복해서.는 정말 행복한 거 같아요.이제는 더 행복해지고 있는 것이다.그래. 정말 감사하다. 그래도 정말 감사하네.
1	나에게 사귀자고 고백했어. 나도 원하고 있었는데 지금 기분이 너무 좋아..그래도 넌 정말 좋아. 미스터리하우스 에서 겟하고 왔으니깐! 오늘의 포인
1	최근에 면접 본 회사가 세 곳인데 왠지 다 붙을 것 같아. 이번에는 자신 있어!. 이번에는 뭔데요?어디야? 괜스레 물어볼 필요 없이저기 이
1	그래도 다행인 부분이 첫 연애를 좋게 시작해서 좋은 것 같아. 뭔가 좀 잘할게요.?? 아유. 괜찮아.?나쁜 것 같아서.?이렇게 좋은 게 좋은 건지.
