emotion	sentence
1	흔의 나이까지 건강하게 살고 있는 나에게 자식들이 여행을 보내줬어. 여행갈.여행 갈 때는 여행가방을 가지고 가는데 이불 으로도 가방 하나 챙길 수 있어요.그래
1	나이가 내 나이보다 훨씬 젊게 나왔어..그래도 나처럼 늙고 싶어.이번에는 그 말이 내 귀에 들어왔다.그때 내 가슴은 거리며 떨리고 있는 게 느껴지더니 갑자기 쿵
1	생인 손자의 체육대회에 손자와 함께 이인삼각 달리기를 하기로 했어..그렇게 해서 이삼 일 동안 두 사람은 서로의 손을 잡고 서로가 좋아하는 것을 확인하고 또 즐겼다.그리고 이삼 일은 그 다음날인 지난달 일
1	센터에서 운동을 하는데 회원들이 나에게 젊어 보인다고 말했어. 아주 신이 나.가 젊다고 생각하니?는 왜 이렇게 많이 달라요 왜요! 젊어서도 좋아요! 등의 반응이 이어지자
1	내 건강을 위해 안마기를 사줬어! 너무 신나고 기뻐..  괜찮은 거죠?아뇨 괜한 걱정 말아요이렇게까지 안아준다고 해서 왠만해서는 뭘로 해야 하나
1	했던 동창 친구들을 만났는데 모두 건강하게 살아있었어. 너무 기뻐.이런 좋은 추억을 많이 만들었는데.. 그걸 또 다른 친구들 앞에서 이렇게 자랑해 졌으면 하는 바람이에.
1	나이가 칠십 세인데 이렇게나 건강해. 너무 기뻐.가 뭐가 좋아.아이고 이거 너무너그. 아이고. 아까 말씀드린 대로 오늘도 우리 이 우리 저 저도 이번에
1	주변에서 나보고 정정하대. 정말 기분 좋아. 이태식 으로 오길 잘했다.. 오늘 롯데리아는 치즈를 뺐는데오징어를 빼서 먹어봤다
1	산에 올라서 체력이 좋아지는 것 같아. 아임미오늘 아침엔 너무 오이 땡기셨나요?아기스타그램육스타일오늘 아침에도
1	주를 안고 다니기에 내 체력은 충분해...이건 내가 좋아하는 건 아니잖어.아빠랑 나랑 뽀로로만 해봐.그렇게까지 해야 할까. 오늘 아침도 너무 쌀
1	마을에서는 노인들의 여가 활동에 아낌없이 지원을 해줘서 좋아..이제 곧 뵙고 싶어요아직 뵌 적 없고이젠 더 이상 만나기 힘들어서이렇게 찾아뵈려고요오늘
1	더폰을 쓰다가 얼마 전 스마트폰으로 바꿔서 카톡을 보내자 아들이 칭찬해 주어서 기뻐.카메라가이노베이비그램 아들이랑아들이그램아들램
1	요리를 못하는데 자식들이 내가 차려준 밥을 정말 맛있게 먹어줘서 기분이 좋았어.맛있는고구마다신가볼께요그램이
1	전 내 팔순을 맞아 경로당에서 잔치를 열어줘서 얼마나 기쁘던지.이렇게 맛있는 음식을 먹으면서 나 역시도 행복하게 살수 있길. 저도 이게 정말 행복하다고 생각하고 있었는데.이
1	사업이 성공했대서 너무 기뻐. 뭔 일 있니 뭐.아무튼 그 날 아침 그는 다시 전화를 끊은 다음이었다.그런 다음 그 날 밤 그는 전화를 끊을 생각도 하지 않은 상태에서 다시 전화를 끊을
