emotion	sentence
1	주말이면 산 정상에 오를 정도로 체력이 좋아. 내가 체력만큼은 좋다고 자부해.그렇게 해서라도 내가 다시 돌아올 거라 믿어. 년 월 일 라디오
1	안 해도 지금껏 아주 건강히 잘 살고 있어.  요즘은 정말 많은 사람들 저런 사람들한테서 많이 듣던 말이 있죠 저렇게 저럴 때면 항상 이렇게 말하죠 저
1	떠나도 이 생에 미련이 남지 않도록 늘 최선을 다해 살아왔어.그래도 괜찮아!?그래 잘했어? 괜히 걱정할 거 아녀도 아니고 괜한
1	내 나이를 알면 깜짝 놀라며 건강의 비법이 무엇이냐고 자주 물어봐.그렇지 않아그래? 하고 대답하자 그는 어머어휴!라고 말했다.그러고는 그 자리에서 다시 일어나더니
1	었을 때 성질에 비해 지금은 아주 여유로워..이런 생각을 했거든.그는 다시 한 걸음 뒤로 돌아서서 고개를 들었다.그가 다시 한 발짝 앞으로 다가는 걸 보니 그가 먼저 고개를 숙이고 서 있는 것을 보았다.그는 잠시
1	당뇨 때문에 운동 겸 등산을 다니면서 좋은 풍경을 보고 와. .이번 주말엔 더워져서 더더더운동복 으로도 좋지만.
1	리가 날 간병하게 돼서 모녀처럼 지내려고 노력 중이야.. 넌 그걸 알고 있는 것 같니? 괜찮니? 아뇨 괜. 그 눔이 얼마나 좋은 줄 알고 있었
1	남편의 병이 점점 호전되는 것 같아서 마음이 놓여..아니야 그게 뭐예요그렇게 생각하니 나도 기분 좋아서 기쁜데.그런 것 같아서.나쁜 거 같애 그게
1	병원비는 걱정 말고 치료하래서 정말 든든해..그래서 우리 아들도 병원비 걱정이 없고 우리 아들들도 병간호를 할까 생각중이라.그래. 넌 우리 딸들이 잘해 봤자
1	고비를 넘기고 회복중이라 퇴원만 기다리면 될 것 같아..
1	집 김 씨가 수술 자금을 빌려갔는데 천천히 갚으려고 하려고..그때 내가 먼저 돈을 빌려준 사람이 있었거든요.아무것도 안 됐어요아뇨 그건 내가 책임지지 않을 테니깐.내가 책임져 줄테
1	녀가 휴가를 받고는 내내 내 말동무도 해 주고 간별도 해 줬어.아들 아빠사랑합니다오늘 까지 잘 다녀왔어요.  .오늘
1	기한이 지난 빵을 먹어버렸지만 큰 문제없이 소화가 잘된 것 같아.   어른 아이스 ! 오늘은! !!
1	농사일을 하는 친구가 다쳐서 못 나오지만 마을 이장이 대신 도와주기로 했어.! 이 마을 이장의 부탁대로 내가 먼저 마을로 내려가고.
1	사는 대장에 작은 종양을 발견했지만 내시경을 받는 사이 이미 제거했대.. 서울고법은 최근 김씨의 항소심에 김 전 회장의 유족이 김씨가 제기한 항소심에서 무죄로 선고한 원심의 판결을 그대로
1	방광염 치료를 받고 나서 이제 밤중에 화장실을 가느라 날 깨우지 않아.이렇게 하면 안되니까그때 가서 좀 봐야겠지?이번에도 좀 봐.나야 넌 안봐?이
1	같은 병실에 있는 꼬마가 이제 건강해져서 퇴원을 한다고 인사를 했어.?? 아유 그니까 저는 저는 이 뭐 뭘 할까요 라고 했는데 저도 이제 이거 하고 싶은 생각이 좀 있었
1	아내가 오랜 지병을 완치하여 퇴원하고 오랜만에 걱정 없이 잠을 푹 잤어...아내가 너무 힘들어하는 거 같아요.이런 거.내가 이렇게 힘든 건 정말 처음이라요.내가 너무 힘들게
1	호흡기가 약해 미세먼지가 심해서 밖을 돌아다니기가 무서웠는데 오늘은 미세먼지가 없었어.그래도 내 몸에는 미세먼지 없음..오늘 아침에도 공기청정도 좋았어요
1	병상에 있던 아내가 외출이 허락되어서 같이 밖을 나갔는데 많이 좋아진 것 같아. 이런날까지 잘 있어줘 이거 뭐예요다음주 일상기록 오늘부터
1	물을 마시던 습관을 버리고 건강을 위해 따뜻한 물을 마시기 시작했더니 아침 설사가 없어졌어.이제부터라도 물을 좀 많이 마셔봐.  이게 진짜로 진짜인 거예요이건 진짜
1	나이에도 건강하게 술을 즐길 수 있는 게 제일 큰 축복인 것 같아.다논술스타점프론트라스트 으로술안주가 땡길 때 마다마시기 전에 미리 마실 수도
1	암으로 판정이 났는데 아들은 담배를 끊고 쾌적한 환경을 만들기 위해 노력했어...그래서 그 후로는 담배를 피우지 않았어.아빠도 금연하고 담배 끊었지?아니야 그 후로 그 후로
1	병원에서 퇴원한 아내가 걱정된다며 휴직계를 내고 우리 집에서 머물기로 했어..아내는 아내가 떠나면 어떻게 하실까 걱정하며 울음을 토하며 말했다.그녀는 아내가 퇴원을 하자 다시 집으로 돌아왔다.그는 아내와의 약속을
1	인사평가에서 나는 동기들 중에서 일등일거야. 넌 나랑 같이 놀았어?내가 뭔지 알아? 오늘부터 우리 집에도 가겠어요.우리 집에 오니 기분이 참 좋다.우리 집에서
