,emotion,generated_sentence
0,E68," 그니까 뭐가 그리 중요해서가 아니라, 이~ 저런 얘기를 많이 하는 게 아니고 그걸로 그거를 그게 그걸로 이제 뭐야"
1,E68," 내 인생에 최고의 여행이었으니까.
그래. 내 자식이 여행 가는데 여행가방을 들고 왔었거든! 그걸 갖고 갔는데 그거 때문에 내 아들도 비행기 타고"
2,E68," 내가 이걸 어떻게 해볼 수 있을까?""
나는 이렇게 말하면서 고개를 끄떡이며 고개를 저으며 이렇게 말하고 싶"
3,E68," 뭔가가 너무 좋아졌거든?""
아무렇지 않게 대답했다.
아니면 넌 내일 아침 일찍 잠에서 깨어날까 하고"
4,E68," 그건 내가 감당할 수 있을지. 뭘 어떻게 하라는 말이야, 그걸 내가 어떻게 해야 할지. 내가 왜 이 지경을 만들었지?
이제부터가 문제야"
5,E68," 이걸 어떻게든 해볼까.""
""아니. 그걸 내가 왜 해줄 수가 없잖아.""
""그래? 이럴 수가 없단다. 이거야"
6,E68," 내가 너무 잘해줘. 내 딸도 잘 컸고.""
나는 다시 한번 고맙게 생각하고 말했다.
그리고 그 말에 나는 다시 가슴이 미어진다.
그리고 또"
7,E68," 그래서 우리 딸이 제일 좋다구!""
이런 말을 듣고 난 김혜진은 가슴이 철렁하는 걸 느끼며 울었다.
김민지는 딸에게 말을 거들었다.
아무"
8,E69, 그리고 이게 이제 시험도 안 보는데 어떻게 보면 이제 그게 그 시험의 난이도나 그걸 다 다 떠나서 네네. 그래서 어 그게 이제 이번에 인제 합격하는 거
9,E69," 내년이면 어김 없어질거야, 그걸 왜 알면서 왜 이렇게 일찍 퇴근을 하냐고. 그걸 누가 다 알아? 내가 지금 뭐하고 있냐고?""
"
10,E69," 그게 바로 내 목표지. 그걸 이룰 거라고.
""내가 이게 목표인지? 내가 그 목표가 목표인지? 내가 지금 그걸 달성할 수 있는지. 내가 지금"
11,E69," 그 영화를 본 관객들이 ‘나는 왜 영화를 봅니까’하는 질문에 대해 답할 기회가 있었어.”라고 설명했다.
영화제 측은 이 같은 질문에 대한 대답에 앞서 ‘나는 왜 이"
12,E69," 그리고 나는 항상 전문가가 되고 싶어.""
그런 그의 말투에는 자신감을 불어넣은 듯하면서도 한편으로는 씁씁하고 어딘가에 자신의 생각이 있다는 생각이 스쳤다.
'그래. 그"
13,E69," 내 아이스크림에 이어 아이패드, 노트까지 대박은 났으니까. 내 아이템은 내 것이 될 거야. 내 생각과 다르게 너무 비싸고 질 좋은 제품만 팔"
14,E69," 그걸 증명해 보여줄까.""
""그래. 나도 이제부터라도 열심히 공부할게. 그리고 내 인생에는 어떤 일이 일어날 수 있는지 말해줘야 돼. 난 너를"
15,E69," 우리 팀도 이기고 이기도 하고, 저기도 가고. 우리도 그 때쯤 되면 다들 저희끼리 모여 놀고 있을 거라고 생각하고 있으니까.
이런 생각들 하면 참"
16,E69," 그래서 그분들끼리도 잘 할 수 있을 거 같아.
우리 같은 경우. 그래서 저희는 그런 부분들을 좀 더 강화해서 더 잘 할 것 같고요.
또 한 가지 중요한 점은,"
17,E69," 하지만 이번에 같이 운동을 한 적이 없어서.""
그는 고개를 흔들었다.
""그래서 내가 운동할 때는 잘 몰랐는데.""
그는 어깨를 가볍게 으스러졌다.
그가 고개를 저으면서 말을 했다.
그"
18,E69," 그걸로 승부를 봐서 우승하면 되겠지만.""
그는 그 말에 고개를 갸저어 말했다.
그때 그는 다시 한번 웃음이 나왔다.
이미 그 말은 그의 마음"
19,E69," 그래서 내가 면접에서 떨어졌다면 내가 다시 기회를 준 거예요, 아니면 면접 때 떨어지진 않았다면. 그래서 내가 그 사람을 합격시켜 줄게.""
나는 그 사람의 말을 들으면서"
20,E66," 하지만 지금은 그런 상황이 좀 더 이상 아니거든. 그건 좀 그렇잖나 봐, 이게 좀 더 나아질 수도 있나 보네.
어차"
21,E66,"""
그때부터 그는 자신이 하고 싶은 일을 찾아 헤매는 데 몰두하기 시작한다.
""그렇게 하지 마, 나. 내가 하는 일이 내 인생에는"
22,E66," 우리 엄마가 그거 안 하고는 못 사는구나. 우리 아빠한테 그런 얘기를 할 때 아줌마는 너무 화가 나더라.""
그렇게 말했더니"
23,E66," 그래서 내가 이번에 그 친구와도 만났어.
아빠하고 얘기가 잘 안돼. 근까 이 친구가 그거 얘길 하더라."
24,E66," 그건 좋은 일이에요
그래. 그치 그거. 이직하고 나서도 계속 이직한 거 같은데? 어???
그런 건 아니고"
25,E66," 내 말 들어줘, 이젠 안 해줘도 되는 건가?
내가 너한테 그런 얘기를 해 봤어.
그럼, 난 너를 사랑하고 있으니까.
나는 이 세상에서"
26,E66," 내가 잘 할게!""
이러면서 이마에 땀띠도 끼게 되고.
""이건 괜찮습니다. 하지만 오늘이 고비였지요. 내"
27,E66," 그래서 내가 이 회사에 있을 때보다 월 일요일이 더 바빠.""
나는 이 회사에서 일할 수 있는 유일한 사람이었다.
나는 이 회사의 사장에게 이런 말하곤 했는데,"
28,E66," 하지만 점심이 끝나면 다시 한 번 같이 모여 식사하면서 얘기를 나누고 싶은 마음뿐이거든.""
나는 이렇게 말하고 다시 테이핑 테이블 위에 앉았다. 고기가 너무"
