,emotion,generated_sentence
0,E68," 그게 무슨 소용이야? 그건 내 잘못이지? 그게 아니라면 내 결혼은 포기할 거 아뇨. 내가 원하는 게 뭐예요. 내가 좋아하는 건.""
이미 그녀는"
1,E69," 그걸 왜 이렇게 해야 하나?
그게 문제예요.
아니야! 아빠는 뭐? 아빠, 아줌마는 왜 이러시죠, 뭐. 엄마!
그냥"
2,E60, 이게 다 내가 줬던 것 같아요. 그걸로 내가 더 이상 못 뗄 거 같진 않았잖니. 내가
3,E62," 어. 어.
그럼. 면접은 어떻게 하세요?</d> 요즘 뭐가 제일 핫해요
요거 뭘까요?
저희 집에선 <unk>가 진짜 진짜 진짜 이뻐요
"
4,E67, 아휴. 근가 엄마한테는 아빠가 아빠가 뭐라구 그랬냐고. 아유 그~ 이혼한 지 얼마 안 된 엄
5,E67, 그래서 그 현장에 있던 선생님을 보고 그 현장에 있었던 선생님을 뵈러 왔었대요. 그래서 제가
6,E66,"""고 말했다.
이어 김 씨는 “대학입시를 위해 학자금 마련이 힘들고 취업이 잘되지 않는 상황에서, 대학은 취업 준비생들을 대상으로 한 맞춤 교육프로그램을 운영하고 있는 것” 이라면서 “"
7,E64," 그리고 내가 지금 이대로 살고 있을 수 있을지 궁금하니깐, 그땐 그걸 생각도 못하고 살았거든?
이제는 내가 어떻게 살 수 있을지 모르지만, 난 내 삶이 너무 행복하다고 생각해, 그래서.
그"
8,E67, 하지만 내가 친구의 사진을 본 건 내가 처음
9,E66," 내가 지금 이 자리에 서 있기에는 너무나 아쉽지만. 이 자리에 서 있는 것만으로도 충분히 보람 있는 일이겠어!""
이번 일을 위해선 반드시 필요한 게"
10,E65,"""
""그런 거 없어.""
이런 말들을 하는 것도 아니고 그렇다고 사장님의 말대로 그렇게 할 수는 없구나, 하고 생각했다.
이렇게 생각해서 나는 속으로"
11,E61, 이거 이거는 내가 그걸로 그거를 해낼 수 있겠지? 그게 그거보다 더 좋은 건 아니잖아 그건 아니거든. 네네 그거는 아니
12,E60," 내가 이젠 내 딸한테 미안하지만 난 너를 위해 열심히 살아봐.
이제 내 딸은 나를 위해 살 수 있게 될 테니 말이에.
난 널 위해 열심히 살아.
내 딸은 나를 사랑"
13,E66," 하지만 지금 이 시점에서 내가 원하는 것을 다 이루기에는 부족해.""
""어차피, 내가 원하는 것은 다 이루지는 못했겠어! 그건 내가 할 일이지 뭐!"" """
14,E66," 그게 바로 내 인생의 목표가 아닌가.""
""그럼요, 저도 이제 곧 결혼을 해야 할 겁니까.""
""그렇게 하세요. 저희들이 결혼하는 건 내 인생을 위해서가"
15,E69," 내일이 중요하니까.
오늘은 내가 하는 일을 보고 싶어하는 사람이 있다면 이메일(saveleak.mofa.kr) 신청해라.
그런 뒤 그 사람이 내 일을"
16,E63," 그래서 이~ 어떡하면 좋겠다는 생각이 드니까 이게 그게 바로 이걸 어떻게 하면 좋을까.
아무래도 어떨 때는 이거를 어떨 <unk>니꺼라고"
17,E65," 그건 그렇고, 이제 그걸 못 견디겠는 건데 그걸로 끝나지는 않겠네. 그러고 보니 이제 막 회사"
18,E65, 내가 그 얘기하면 너는 어떻게 하냐구 그래. 그게 안 돼? 그거 그게 안 되냐? 내가 안 되냐. 나는 안 된대
19,E67," 그래서 그 사람이 그 사람이 그 사람의 그 사람을 잘 알 수 있는 그런 위치에 있지 않느냐고 물어보더구나.
그러면 내가 그 사람이 내가 그런 사람이 아니라는 거구나. 라는 것을"
20,E62," 이럴 때가 제일 힘들지?""
""아니, 이걸 어쩌라고요? 저도 이걸 좀 알아요. 저는 그거"
21,E67," 그래서 내가 너무 많이 아팠어.""
""어떻든 해결이 되고 나서 그 다음에 어떻게 할 건데요"
