,emotion,generated_sentence
0,E64," 그건 네네. 그렇군요.
예예 예예예. 자 그러면 이제 이제 우리 이제 우리 수출보험공사는 수출에 대해서 좀 적극적으로 지원을 해주겠다라는 약속을 드리고 있는데 이"
1,E63," 내가 너희들에게 무슨 짓이라도 하면 그땐 너희가 용서해주마”라고 했다.
그런데 그 친구가 ‘나는 왜 그런 일을 했느냐’며 화를 내는 것이었다.
그러자 “너는 너희에게"
2,E61, 내가 결혼해서 잘 살게 됐어요. 그런데 이모는 결혼할 마음이 전혀 없었거든? 이모와 내가 결혼해서 살 거면 어떡해? 결혼 안 할 거니까? 내가 살
3,E68," 그래서 그 회사에서 내가 뭘 해야 할지를 모르겠는데 내가 지금 이 회사를 그만두면서 이 회사에서는 괜한 걱정을 할 필요 없어.
이런 식으로"
4,E68," 난 남자 친구랑 결혼하면 어차피가 더 좋겠는데.
그래. 너랑 결혼해?
아뇨? 아니요.
결혼하면 어때요~ 결혼하고 싶어요?
결혼할 거 같으면 그냥 그냥 그냥 결혼"
5,E69," 그러고 나서 그 다음에 여행이 좀 쉬어지면 좋겠다는 생각을 한 적이 있더군."" 그 후로는 계속 여행하고 싶어.
여행할 때마다 꼭 해야만 할 일을 찾느라 애쓰지만,"
6,E64," 그래서 책을 쓸 때 가장 좋은 게 바로 책 읽기인데 책을 읽는다고 책을 읽는다는 거야.
책을 읽기 위해서 책을 읽는다는 거잖니.
책 읽기는 정말 좋은 거예요.
그래야 내가 좋아하는"
7,E60," 내가 이 일을 하는 동안 이게 내 몫으로 돌아가게 해줘서 고맙다.""(김용태)는 말이 있다.
이 말을 듣고 나서, ""아직도 내 일에 대한 열정이 부족해. 나"
8,E61,"</d> 한 번만 더 기회를 준 뒤 그걸로 끝. 그리고 그 후로는 다른 사람이랑 놀면서 그걸로 끝내면 된다.
그 후로도 계속 계속 시간을 벌어주면 그게 끝. 이"
9,E67," 앞으로 계속 좋은 일을 많이 하게 되면 좋겠지만, 이거라도 좀 하고 나면 더 열심히 해야 되잖어. 그러기 위해서 열심히 하면 될텐데, 그러고 나면 또 다른 일이"
10,E68," 그런데 그건 내가 그걸 어떻게 해야 되는 걸까?
그건 그건 아니잖아, 나도 그렇게 생각하고 있어.""
그때는 정말 기분이 안 좋은데 왜 그래? 하며 그제부터 나는 기"
11,E60," 근데, 요즘도 계속 운동하잖아, 근데 왜 운동을 못 하는지, 그거야 운동 안 해도 되는데 운동 안 하니까 운동 못하는 게 아니지. 그니까"
12,E63," 그건 정말 기쁜데 그~ 뭐가 그리 대단한 거냐고.
근디 기분은 좋은 것 같아?
근까 뭐가 그걸로 그걸 또 뭐야. 뭐~"
13,E66," 그런데 검사 결과를 믿지 못하는 거였거든.
검사 결과가 믿을 만한지 모르겠어.
그렇다고 검사 결과가 신뢰성이 없다고 하는 거 아니야. 그걸 믿어야 해! 내가 그 검사 결과에 대해서 거짓말이겠냐"
14,E61," 그 동안 정말 고생은 했지만 이제부터 다시 시작해볼까 해""라고 말했다. 고인은 '내 생애 처음으로 만난' 여자 친구가 있다며 자랑했다.
고인의 장례"
15,E66," 결혼해서 살 수 있는 사람은 몇 명이 될 거예요""
""어느 정도 될 것 같아.""
그는 다시 한번 물었다.
그러면서 말했다.
그는 그 말이 무엇을 말하는지 알 수 없다는 표정을 짓고 말았다.
""어"
16,E69, 하지만 이젠 내가 원하는 일을 하고 싶은데. 이젠 내가 원하는 일을 할 수 있어? 이젠 내가 원하는 일이라도 해보고 있어. 그거라도 해보고 싶어. 그땐 내일부터라도 내 일을 시작
17,E68,"!""라면서 기뻐하고 있다.
이러면서 그는 ""아니, 그거 진짜로 좋다?""
그는 이렇게 말했다.
나는 그의 말에 대답하기 위해 잠시 망연해졌다.
이번엔 또 무슨"
18,E66," 그~ 결혼하는 것도 그거보다 좋으니깐요.
아~ 결혼하는 것도 예뻐. 어떡하세요 하는 분들은 다 알고 계십니까.
그런 말씀 하시고 계실"
19,E65," 우리 엄마 너무 행복하고 감사합니다..
이렇게 좋은 시간까지 함께해 주시는 모든 분들에게 감사드리고, 앞으로도 저와 우리 엄마 덕분에 더 열심히 살아가길 바"
20,E61," 그게 너무 행복하고 행복한 일이거든. 그래서 결혼했으니 그건 내 잘못이라고 생각하지.""
이번엔 내가 대답했다.
""아"
21,E67," 너가 사춘기에 접어 든 게 아빠한테도 잘됐다고 했잖아, 엄마. 그래서 아까도 말씀을 했었어.
""그럼, 네게 넌 뭐냐."
22,E64," 그 여행이 여행이라는 것은 다른 사람의 삶에서 어떤 것을 경험하게 되는가라는 것을 깨달을 때 행복해지는 것이 아닌가.""
""나는 여행에 대해 아무것도 모르는 것 같지만 나는 여행에 관한 모든 것을"
23,E67," 우리 집엔 내가 살 집이 없어. 내 집만 있을게. 내일도 집밖에 없잖아, 집 없어.
그래도 우리 엄마는 내가"
24,E69," 그걸 원하고 있단다. 그러니까 지금 당장 그게 해결돼도 좋단 말이잖아, 지금. 그니까 그니까 이제 이걸 어떻게 해결하냐?""
이렇게 말하는 그의 목소리와"
25,E64," 하지만 난 그 일을 싫어해.""
이번 주말엔 뭘 해도 좋겠다고 생각한 그녀는 다시 한번 그 일을 위해 몸을 움직였다.
이번에는 그녀의 몸을 만져보았다.
그리고 그녀의 몸을"
26,E64, 그래서 나는 그~ 내가 지금 뭐 이게 뭐라고 했는지 몰라? 아유 어떡하죠 뭐라고 한 거지. 어~ 아까 내가 뭐~ 그~ 내가 뭐라 그랬어
27,E64," 그거 다 해결해야지. 근데, 그걸로 스트레스를 해소할 수 있겠지.
그렇게 스트레스 해소하는 거, 그걸 어떻게 해줄 거야! 내가 괜히 그런 게 아니고"
28,E63," 하지만 내가 하고 싶던 것은 내 취업이잖나.
그래, 그래서 내가 하고 싶었던 것이 내가 하고싶던 것, 하고싶은 것이 아니라 하고 싶지 않은 것, 할 수만 있으면 할"
29,E61," 그래서 그 친구에게 귤 상자를 보내주게 돼요. 아유 그거 가지고 왔어요.
그런 얘기가 있는데 아까 그 귤이 뭐냐고 하셨는데 귤이"
30,E60," 내기를 하면 안 되니까, 내기에서 이긴다면 내가 더 잘 할게! 내가 이긴다는 것은 내가 이긴다는 것과 똑같다. 내가 이겨야만 내기는 더 강해져.""
그 말을 듣는 것은"
31,E63," 그땐 내가 얼마나 힘들었던 걸까?
내게 무슨 죄가 있겠냐구요?
내가 어떻게 해서든지 내가 원하는 것을 얻도록 해야겠지요?
내가 무슨 죄가 있어!
내가 무슨 죄가"
